Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Canada,464.1590477,473.7849488,497.3169485,524.7517796,533.764233,518.8252887,530.498409,551.5861982,558.4760942,573.0378693,578.4446768,558.4992829,539.4704898,540.9337273,562.1284718,557.5975896,544.0985876,560.1563257,594.2650835,616.4184526,582.1653543,577.0779254,593.1563188,597.0650832,622.580495,637.4916667,654.1133248,666.6330409,675.0356328,686.0017066,710.254944,700.2891946,723.2087286,741.6931177,737.7850977,745.2121108,742.8047912,776.9717634,750.0267038,708.8917755,726.1348844,742.2145279,744.5577055,755.625534,768.7587163,764.534966,758.5756656,772.8968872,787.6513038,775.3764406,711.4686388,733.0817238,756.8101111
Switzerland,51.20259182,53.15661495,53.89656678,57.8720761,53.10772854,50.56297238,52.51109495,53.09138627,54.37419544,53.21249177,54.0664895,51.45706755,49.17308253,53.35228642,52.95012082,56.11091517,56.04973468,54.29403085,54.23169478,54.0887675,54.84346487,57.11235421,56.80979664,54.13727899,53.05457864,53.86813872,54.42447019,53.00568958,54.51753497,54.65180824,53.8769347,55.41021873,53.76993301,54.9900786,55.61627898,56.33533366,55.74373317,53.76984913,55.35432106,53.48594901,55.25020123,51.2676762,52.62905861,53.87148332,50.25014482,49.60368872,50.10414402,49.21618268,47.91047709,47.74341712,45.19787323,45.97993201,45.56381955
Chile,51.53306146,53.80947555,56.27160228,55.47172045,53.79649687,50.8631472,51.13683562,49.29788818,49.80322066,52.42793696,55.02220213,54.66216212,51.14613564,51.11282358,52.27513697,50.23394776,50.0642129,50.63746664,55.07958228,60.66709985,60.74334033,59.33494106,61.7417978,64.26073553,68.07139783,73.30499104,80.59557137,87.42717684,87.99520314,91.61236146,88.19420125,86.62393097,87.06255855,89.1669785,94.79523895,95.54749183,96.89113497,105.2483892,110.3269876,105.9061904,107.445967,117.8397483,121.6724936,123.4323968,115.9080813,121.1244745,126.4080237,128.4472829,130.4635575,136.5312646,128.9649209,140.6559706,137.0112482
China,2142.614158,2196.116515,2275.714615,2320.113044,2343.853035,2537.685652,2601.085674,2780.142389,2973.803391,3018.083372,2989.443276,2957.977414,3043.902639,3159.286564,3350.337416,3359.331374,3498.575859,3685.864643,3879.221341,3999.953779,4073.563006,4208.607726,4321.276275,4525.359289,4706.607186,5134.076033,5130.246368,5168.317249,5252.206156,5199.820834,5425.512569,5624.567725,5959.542982,6677.89067,7556.106084,8431.922006,9232.261373,9845.302236,10069.84569,10696.09042,11565.47001,12572.88415,12928.22914,13485.4405,13650.13343,13479.88037,13447.13642,13710.10029,14296.57117,14606.12759,14879.55651,15632.89461,15684.62676
C�te d�Ivoire,6.679485193,6.804090977,7.235984768,7.449742154,7.697727359,8.246822421,8.945393708,9.161661492,9.976722184,9.876957474,9.783763763,9.878316723,10.28633983,11.80885514,11.72502264,11.70281455,11.70926187,11.67821819,11.64158452,11.2853737,11.27842942,11.66088529,11.86451614,12.06764701,13.03204686,13.71538337,15.23041158,16.67990405,16.51501783,18.69342132,18.65761391,18.91495298,19.77796599,18.32174719,19.18501096,20.28362922,20.5449767,20.65993318,21.41905645,20.85432141,22.29363581,22.95106694,25.64547393,27.08800502,28.06700525,29.23577429,30.40181593,31.45535464,31.67204645,33.34627573,33.63498475,35.29501661,36.17722416
Cameroon,7.947895888,8.29683753,8.105007095,8.161130927,8.380261566,9.081765845,9.414477841,10.41634439,11.35145967,13.69567793,16.77338364,19.69417761,21.46779484,24.03981569,26.99027249,31.21641676,31.6766664,31.58075504,29.02532773,31.64328132,31.26631839,30.53256571,29.58394708,28.87123828,28.13697332,28.7682824,30.13715745,29.77729391,30.53399425,31.27239639,32.69613997,32.79105051,31.7154778,32.44032244,32.25134396,32.46815156,31.7798138,32.63563842,32.48484791,33.26054851,32.97335031,32.62059216,33.49981524,35.73533651,37.81093383,41.03503934,42.26201524,40.73104387,41.76596433,42.63025491,43.53423305,43.66514213,43.17131692
Democratic Republic of the Congo,13.00958585,13.31989185,13.64652778,13.92048419,14.3250344,14.55799809,19.32251466,19.26056732,18.6439416,19.76402412,19.54773126,20.11463167,23.07313002,24.98003532,27.54204522,26.39031824,27.1570883,28.31118968,29.18820122,27.71676902,28.57560861,26.57311644,27.20162208,28.41107335,27.74885604,28.13548723,29.13171159,28.3972129,28.93983887,28.44033576,31.08702501,28.74650585,28.22788526,29.47073646,30.11919966,30.97125581,31.64236129,32.75016498,33.53960856,33.7854411,37.07413095,38.16181485,45.04715053,48.90641882,52.97448437,52.65647538,53.37649059,56.27878726,55.86232739,57.83037045,58.96043691,60.59325564,61.63509437
Congo,2.539955633,2.825997861,3.061940236,11.65279289,15.99790914,10.49536233,10.5069595,5.041342442,4.680918004,4.850817102,5.814281927,6.900223429,7.743430193,7.920523457,9.452766204,9.275624279,9.201205811,9.850852623,10.76745459,11.46287286,11.46580615,11.35927801,11.47124027,11.86354245,10.46345762,12.81033142,16.40676538,17.12913659,20.43700428,20.86232866,22.60400861,21.1079015,14.1330305,15.83027784,17.0561268,20.7230577,22.80970134,19.64196763,19.50856199,21.28819227,23.20411386,22.32776648,21.51097568,20.88774327,21.35064685,21.23745401,20.95988424,22.75923229,26.57941257,27.8413614,26.66426791,25.10509568,25.96241427
Cook Islands,0.027747703,0.027968007,0.028399936,0.033016751,0.039389454,0.034656962,0.041316045,0.042210169,0.04211289,0.042773801,0.044412821,0.072584183,0.070815812,0.069295127,0.061963314,0.066665021,0.04645616,0.051802591,0.052448946,0.050712513,0.051150454,0.038601329,0.05213617,0.052485973,0.055590369,0.054229906,0.055678864,0.058650976,0.060956001,0.058116942,0.081349499,0.079286838,0.048550101,0.045214955,0.066011618,0.100369398,0.103110772,0.08586275,0.088170885,0.081902728,0.098095646,0.109273831,0.114143968,0.11846408,0.125661646,0.11590856,0.121410483,0.130780684,0.130736916,0.137666528,0.112423956,0.116114181,0.118235566
Colombia,87.11398814,90.02830258,92.20285404,94.35954218,97.47246756,101.7937799,105.8827299,108.336798,112.5821127,113.2365833,114.2292496,116.0286316,118.5384624,119.6397132,119.5095214,121.7299831,124.284431,129.0274995,131.3185012,135.5866686,139.1036497,140.3621334,144.3678576,148.8167541,150.1722941,155.1770142,155.2567592,162.8780301,165.6941798,153.4226271,159.1916194,160.4314283,159.2973472,160.0898311,160.9308829,164.7798825,165.3553238,169.6609681,171.2068776,176.3308696,181.3075187,184.5283804,182.3554414,190.6444821,191.6795049,193.0103517,197.1345221,193.5814857,201.8561968,205.8305072,206.0860171,209.8531398,215.5373799
Comoros,0.239884834,0.24390034,0.247041499,0.252181947,0.259524639,0.264901628,0.27452062,0.280948501,0.287687321,0.297926104,0.298400089,0.297872058,0.29553628,0.296142107,0.299868048,0.296686826,0.285106632,0.318939368,0.321280282,0.326089993,0.343072088,0.355478022,0.355208084,0.361689547,0.365641043,0.374764943,0.382981915,0.38912882,0.411071055,0.425024739,0.453511513,0.472005073,0.48473399,0.509538614,0.530404282,0.535667047,0.576654057,0.516563183,0.534531955,0.568276677,0.608688236,0.607828748,0.626247498,0.664954331,0.658012783,0.682286915,0.712271027,0.77713373,0.810198473,0.852703163,0.866655423,0.907621383,0.922145104
Cabo Verde,0.249083486,0.247836923,0.251001463,0.253162859,0.261536407,0.267651677,0.276089501,0.284704413,0.2910688,0.323031046,0.323126345,0.317285316,0.201397067,0.198805475,0.21624956,0.223391436,0.15951725,0.186681493,0.212127464,0.226713334,0.229490351,0.254538089,0.283367989,0.286200509,0.282931522,0.311129419,0.299125342,0.314915768,0.335234378,0.347010967,0.542591039,0.580324501,0.618183604,0.59283045,0.635177024,0.858946138,0.915816518,1.001861115,0.979788732,0.956601897,1.017976188,1.132446327,1.016617174,0.996993266,1.053044699,1.066714903,1.084974356,1.108224855,1.123977226,1.157140239,1.178623078,1.254349739,1.303322228
Costa Rica,5.992241774,6.170414,6.530449251,7.164549252,7.183929924,7.506307688,7.633239979,8.368993892,8.786988605,9.002497643,8.819236929,8.960191557,8.654471868,8.91929754,9.147551907,9.056474845,9.162079384,9.340156668,9.451528589,9.785046022,10.00465985,10.29818372,11.51652116,11.55689516,11.95784238,11.47621635,11.38543154,11.39993101,11.99679625,11.7463327,11.47941625,11.6748238,11.71119629,12.18144574,12.45863868,12.44125035,12.87787787,14.03204217,14.20976348,14.03415684,14.18662948,14.88172808,14.56030767,14.90701151,15.22393598,14.98857099,15.66996099,16.05625392,16.58843714,16.55117528,15.05880168,16.20805769,16.86141579
Cuba,46.96280059,45.44752682,44.55376723,47.02989824,48.94887216,49.63867417,51.39649626,53.7945741,56.51883936,57.54312946,57.88158068,58.43962538,57.76692436,60.02106035,62.91070521,60.30645589,61.08767397,63.89319003,65.57495977,67.19206524,63.54687895,54.21355367,47.58340758,43.28368398,44.62378019,45.48490255,48.65346741,51.00288428,49.82268069,50.24251224,50.74820666,49.10040386,47.77234909,46.90426356,45.9080076,46.03266544,47.51519923,48.60318908,48.11989167,48.8072031,49.40001383,49.31805624,50.52638649,50.89659014,48.8544087,50.76516294,48.85629173,47.55263116,47.89437245,45.40607236,44.41491605,43.90364176,44.37663645
Cayman Islands,0.030059101,0.032305571,0.041029986,0.043864161,0.041926221,0.052703646,0.050756162,0.05833086,0.061150829,0.063314777,0.065466392,0.067026871,0.068105979,0.071209336,0.083611116,0.086614483,0.095198734,0.106519106,0.120514694,0.12385674,0.122614342,0.123094258,0.126474035,0.119259458,0.135287873,0.142646289,0.142589787,0.1455247,0.149702625,0.146654536,0.142292503,0.144680803,0.154605524,0.163483341,0.155160626,0.161988302,0.175841946,0.218718413,0.244746638,0.241146084,0.262076241,0.21934088,0.217770481,0.254379561,0.260997601,0.269559664,0.279503068,0.291003686,0.301877455,0.39842604,0.343052706,0.332650468,0.34483672
Cyprus,2.942039549,2.98025911,3.474992084,3.593477585,2.854260662,2.782070842,3.226775353,3.408270662,3.54741075,3.74315848,3.928531994,3.809747481,3.90177943,3.905596647,3.988011106,3.948638138,4.312074167,4.907995046,4.980798624,5.237364195,5.548312288,6.08882366,6.492690902,6.781174603,7.061184313,6.951601238,7.350230818,7.431102105,7.761321359,8.040942678,8.306271996,8.228968847,8.451242194,9.125968337,9.071740748,9.178736378,9.297134454,9.599229847,9.800677411,9.602185979,9.681626933,9.446101375,8.840863933,8.11742127,8.516561361,8.58996761,9.015822382,9.196792346,9.445921495,9.987380977,9.535575125,10.37775444,10.62990836
Czechia,216.8771221,217.9247667,217.989084,216.2203297,200.0406849,207.8482617,213.5491627,225.2243834,222.8017287,233.3458735,225.7630451,226.4842415,228.4571078,229.4666492,232.6424119,229.5625632,228.1286736,228.1598465,224.1764079,216.0431121,197.2024749,178.6349336,170.3755051,163.5117999,156.6885596,155.5444996,159.783525,155.7701261,148.831087,140.5603915,154.1981688,154.7797605,149.2786337,152.7863884,154.0160682,151.1506112,152.4163997,154.1059659,148.3506284,141.4441917,143.5298777,141.1973262,136.9862582,132.1467286,129.9646656,131.3697439,132.4720774,133.4903325,131.7326045,126.4451709,116.9677902,123.1893669,124.4950741
Germany,1322.146944,1315.853125,1340.156849,1392.970244,1359.983286,1298.075714,1362.581784,1338.595314,1380.930193,1432.638726,1378.414296,1341.713497,1291.520487,1305.788045,1321.041413,1322.466214,1311.230222,1300.091075,1290.378632,1277.856366,1235.234519,1209.511891,1145.911138,1132.656363,1118.348126,1110.34334,1137.914248,1099.019569,1079.015116,1038.796542,1032.28571,1043.58425,1025.209428,1023.85324,1007.114208,983.7129198,989.8321536,958.4341706,960.1928388,896.2573948,940.9959461,912.9834947,925.5595527,942.9811397,902.8988536,908.1323571,910.2047411,893.9395658,864.5847421,810.2707378,751.338964,792.4533556,784.0046465
Djibouti,0.998385803,1.015271518,1.022275342,1.055066939,1.132526607,1.194043887,1.246585596,1.328356486,1.376120346,1.536350584,1.557525611,1.31727185,1.269577437,1.179718034,1.090819608,1.12620362,1.125850671,1.372460795,1.356329588,2.061206532,1.892814134,2.182225858,2.019360607,2.032678786,2.064846245,2.131027571,2.204266256,2.231200367,2.276245976,2.342897611,1.906510376,1.918219621,1.947325822,2.003248211,1.994407534,1.968332004,1.952665881,1.991568658,2.089220849,1.959768573,2.054634891,1.873821432,2.07493467,2.166773477,2.20500665,2.138498905,2.095080539,2.027362742,2.090960356,2.087084508,2.112014729,2.197356947,2.23229604
Dominica,0.039646209,0.041783646,0.044325337,0.045627333,0.045788631,0.04880936,0.04923446,0.051858358,0.053351823,0.054950862,0.056086594,0.061689532,0.061957835,0.062403942,0.065396681,0.067946779,0.068491358,0.080177206,0.084212989,0.087774197,0.087179605,0.087295397,0.087680841,0.10545783,0.117276001,0.124975899,0.131094475,0.129159405,0.102301721,0.126718684,0.122063769,0.122865025,0.117292986,0.124633111,0.129046619,0.128025827,0.130993759,0.144398301,0.141714674,0.143244207,0.146151978,0.131938818,0.12930797,0.137654247,0.142902942,0.145338251,0.150083584,0.140523456,0.151885241,0.15881842,0.146672336,0.144740479,0.147376592
Denmark,80.43036103,75.91210581,77.56467122,77.07632667,71.73663126,73.40070698,77.80300378,81.1733704,81.10919912,84.22589116,84.70296688,72.55745203,75.49368123,73.37595897,72.45846421,80.02918354,81.10138193,78.67487135,74.23085361,69.1429623,69.45756196,80.25454524,74.30220388,76.97668525,80.80876574,77.83495449,91.38676463,81.59790063,77.53102852,74.5462856,70.57110849,72.23269495,71.42266045,76.94162869,70.90034021,67.25702435,74.48262629,69.87573462,66.22114981,63.80623311,64.14702542,58.83454963,53.97483224,56.15586309,51.99105686,50.05237996,52.00210105,49.8387674,49.97798915,46.61909349,44.05400652,47.08934103,45.79517676
Dominican Republic,10.23151326,10.69572386,11.94899993,12.14539126,13.12829408,13.86605922,14.45633016,14.97515518,14.8278225,15.53053177,15.77302416,15.20519968,15.42599616,16.92186946,17.36517741,16.18228101,16.97045046,18.5133659,18.47741768,19.53764073,18.0670772,18.93106521,19.94637607,20.20358353,21.84761524,22.71474886,23.92965544,25.85916003,28.03731676,28.73773862,29.29042561,30.03302475,32.46586967,30.08915785,29.58926894,30.90561025,33.09966905,34.23688183,34.56598582,34.25177504,35.60022234,36.01270516,36.89799033,36.61599958,37.16240155,39.52781146,40.95398813,40.27924855,42.69081783,43.26376205,40.74528839,41.22801168,41.85846771
Algeria,57.09975028,60.90847959,82.63821826,95.65650148,86.04059842,82.81399795,97.55718295,105.710739,115.6077167,119.3028983,114.2084163,108.7001696,112.4412523,118.2894837,123.5436352,135.2111356,140.4933359,139.9599729,140.7541471,145.0042774,145.8868741,149.0675163,158.298371,163.7511988,160.4012241,170.5626663,171.8831378,165.4763411,164.495583,171.1467669,179.7450937,168.3288961,169.0049318,183.3731835,180.485132,188.337633,197.2223921,196.0148917,204.4710673,200.9882811,209.1322709,215.372078,232.0891088,234.8580966,249.4342259,259.8520519,261.5869466,264.9055611,274.7506426,278.4105266,265.2117262,284.1738422,284.44507
Ecuador,14.20745636,13.36036745,15.20046082,18.64202637,19.79775541,20.61041903,22.6605514,24.13285241,25.50390012,27.21876072,28.40449155,30.12426186,30.49589572,29.90584249,31.91274359,33.43709755,34.96202131,32.40539825,36.78165861,36.82057669,38.50868649,38.98758647,41.85564915,42.94709279,45.14338053,47.93335855,52.25976801,53.59990235,51.33685276,47.98813074,46.21290391,50.25581632,50.63191367,52.56128706,55.88295047,56.60481963,58.98762122,59.33266229,60.34996563,64.72180466,68.56436377,69.14043641,69.44642351,72.64073865,74.16530415,72.77029334,71.85724287,70.23426504,71.30807669,71.21055065,65.79889011,73.26040751,76.94368786
Egypt,62.23862582,62.49643467,63.44775584,60.12771015,64.66016298,68.92497267,76.61766304,80.01461872,82.89675229,86.89107081,92.98180733,99.91583584,106.41468,114.0381212,123.005594,128.4579225,131.6526398,140.6302283,142.1580221,149.078479,153.0205804,162.7682229,165.5541386,167.4406481,162.8247863,172.5560643,182.4590762,189.4022032,193.5294763,207.1169199,206.8376091,222.8605544,230.4088043,236.8313538,253.1314662,278.8600382,292.4291714,307.2726367,311.0967622,318.6011193,317.0384507,327.0635563,341.4086202,333.6969319,337.4195345,342.4288671,356.1025659,378.644964,382.44237,343.7585023,336.0090778,360.395318,377.7800575
Eritrea,4.173564646,4.207093254,4.161599317,4.208747426,4.176399951,4.087615152,4.089564723,4.077924376,4.13739441,4.214114879,4.274437228,4.340444924,4.34794654,4.467553843,4.379279792,4.491487778,4.587868169,4.550107452,4.619830858,4.757564235,4.832327111,4.93778636,5.168177565,4.396704568,4.61177705,4.746565406,5.233335906,5.650459548,5.426671304,5.568090056,5.678075917,5.604100658,5.570305283,5.700036555,5.783625598,5.763336637,5.625804581,5.852101469,5.807141629,5.878424098,5.880220679,6.171861483,6.252709426,6.291138622,6.355001529,6.39853456,6.497053202,6.528043359,6.661597954,6.717229481,6.782815661,6.893065294,6.951899958
Western Sahara,0.107920501,0.108292996,0.107304855,0.109860578,0.116775265,0.123352536,0.128739356,0.137735195,0.140617281,0.157055441,0.17334466,0.166513101,0.175429553,0.18181264,0.182056999,0.199466164,0.207685591,0.25314914,0.245097266,0.23674239,0.240615982,0.277521187,0.260258637,0.253418761,0.258759708,0.288085897,0.296584929,0.310005149,0.317687413,0.330954737,0.396530178,0.41074638,0.421657374,0.438929713,0.449231197,0.456121516,0.461453216,0.460508317,0.471298865,0.46563076,0.465581793,0.455423106,0.459782241,0.461754858,0.46038167,0.468692447,0.472248536,0.448553059,0.46201124,0.472905935,0.440221837,0.487389241,0.49043327
Spain,192.8591088,190.6071581,204.043413,218.2032519,232.0183877,238.4920595,257.3953597,250.2785303,251.0486198,263.9228533,277.2170652,282.2058416,278.0828815,280.4064458,271.4205639,264.4025709,269.7283473,268.2103817,276.2589426,295.6693526,300.2689702,307.4102903,315.6639135,300.7018056,313.5113435,329.3594084,322.8279749,346.0266863,355.3411754,379.7522327,398.4587125,396.8060195,414.6453803,424.7817028,441.1278729,455.6164096,448.0325449,465.1912678,430.01542,391.3765181,378.0003084,377.7240912,370.3680119,342.0172476,339.9004029,351.3786958,342.5483208,357.4745919,350.2108565,331.6944892,291.8133717,305.885641,328.5909724
Estonia,20.22559444,20.64595987,21.66626158,22.90274647,24.06271464,25.26842321,26.15232916,26.68810444,27.63213428,28.29000782,29.05167798,28.89086743,29.46044082,29.91748767,30.22024083,30.59804727,31.53873706,32.52778293,32.73402432,32.68234275,43.09336934,39.60618601,29.48094287,24.48777129,24.71598456,22.46062241,23.56833654,23.83155094,21.94581618,20.44063174,20.7167952,21.04369157,20.14327536,22.31701077,22.7296099,22.73351233,21.70194069,25.56907525,23.70855055,20.26830878,25.33835577,25.52335504,24.48555008,26.78384874,26.01659763,24.05113065,23.93311547,25.3197292,26.62194463,18.88312347,14.63258386,14.73019513,13.80932769
Ethiopia,54.13138201,54.55259828,54.06469913,54.67861348,54.63934821,53.13121879,52.95213613,53.60195285,54.19287862,54.76548202,54.91552245,55.40939047,56.0236916,57.81272799,56.43477692,58.97420412,62.46185683,60.30596414,61.20685699,64.32119834,66.22847099,67.0052724,68.83267055,63.93032998,66.53826573,67.6867668,71.1065384,73.58670128,78.54414233,78.6051481,76.68042745,82.15476241,89.98700003,89.27187327,91.80151438,95.21201044,101.1337605,110.5645228,115.8118572,119.9205621,125.4714664,125.269318,130.4915277,135.6247556,142.0020598,145.6547799,151.983772,156.1612191,160.4189198,170.921366,179.2024393,186.2846889,192.4739554
Finland,66.61554777,66.42162721,70.54192723,74.98270143,71.12712467,70.22781958,76.17701186,75.51053261,82.7845165,83.32604802,84.28503597,74.6912075,72.43981275,71.64194328,72.37262417,76.42800971,76.61592944,81.4173527,80.10357798,80.45967325,85.55778319,86.17387032,82.20735388,83.7071699,90.9476578,86.90700883,91.96229604,90.88389638,86.73792197,87.70994259,86.137426,92.87171146,94.42350368,103.8686537,102.4246604,87.45190258,101.7244203,95.07454095,86.23989192,82.90139099,92.97202435,84.64660116,80.59900312,80.69144818,75.81184841,71.10643617,70.97310795,66.91248815,68.00876603,63.94805792,58.14192498,57.39519894,54.80504821
Fiji,1.442606661,1.45176308,1.514525627,1.680308102,1.908378016,1.7534316,1.742861554,1.835716852,1.821030181,1.955265315,2.051520278,2.102682059,2.100508169,1.903883328,1.806368731,1.934210744,1.996152292,1.931318974,1.939458228,2.080566748,2.19538326,2.069712964,2.134084576,2.243333802,2.352692238,2.450332775,2.516034497,2.59312961,2.581111746,2.648413701,3.027897731,3.144585642,2.797971284,3.038835153,3.560560253,3.29690068,3.441182057,3.19967199,2.771315152,2.560919397,3.190465804,2.730983808,2.693071842,2.88123391,2.540887944,2.64672861,2.637019578,2.869006257,2.99950425,3.224825653,2.784723926,2.896502532,2.982338959
Falkland Islands,0.003798013,0.003816433,0.004465038,0.004499365,0.004093555,0.004785837,0.004417281,0.004799982,0.004798251,0.004770252,0.00469498,0.004621861,0.004389746,0.004291433,0.004709207,0.005718886,0.004789081,0.005032433,0.008973653,0.012985273,0.007048235,0.007029573,0.007095881,0.006978156,0.00683259,0.01217648,0.00791721,0.013534533,0.00825507,0.008074741,0.00866551,0.009407229,0.010478038,0.011662376,0.012380296,0.012515319,0.01509564,0.015965454,0.016816329,0.018222282,0.018159616,0.01458956,0.015823616,0.018545706,0.018896726,0.019158536,0.020880549,0.01855236,0.021353264,0.023481271,0.020339702,0.024998119,0.025043308
France and Monaco,637.7494268,648.7865599,665.6359094,702.6549265,683.7066117,643.0975229,686.9984427,670.1960712,687.6218248,696.656399,674.0686185,623.1692065,602.0751568,587.638404,575.3836349,559.6349248,547.0093867,537.0878319,533.6887338,541.9762713,535.1867717,565.9351741,551.544553,529.2655921,523.9717422,534.5038865,552.9046897,539.3502306,551.4111628,543.8018744,544.0304262,548.3860838,541.8947073,545.0830077,546.0644111,546.4696344,532.6277286,526.9045727,519.7646798,504.8323771,514.6220047,497.3682146,499.5769733,493.9639315,460.2026229,464.5250413,466.6124869,469.6118968,456.0927155,446.2388613,405.7152776,442.587008,430.3633375
Faroes,0.046304328,0.045422757,0.046195433,0.046240082,0.046334202,0.046286051,0.047592166,0.04769823,0.047315409,0.046805797,0.046955739,0.046811208,0.046747191,0.047123135,0.047252263,0.047056951,0.047113166,0.04773806,0.047899779,0.048074075,0.048406041,0.048242393,0.048131006,0.04840199,0.048617715,0.048542491,0.04847516,0.04867658,0.048563986,0.048798387,0.049103269,0.049817162,0.049998139,0.050065537,0.050070341,0.049741421,0.049615031,0.049679189,0.049415472,0.049630297,0.049575603,0.049864418,0.050106734,0.05022318,0.050807454,0.050984038,0.051240769,0.050660245,0.050811718,0.050898441,0.050995667,0.051003691,0.051028456
Gabon,6.818090622,7.34040837,7.911107063,11.97784014,14.65606713,16.7303919,17.5611537,17.3423614,17.3207435,16.43114286,15.35147643,14.51743962,14.89710127,14.43546739,15.78053915,17.07590739,14.60094563,13.60853341,14.22175535,17.3337375,20.39126041,19.56347738,20.8551901,21.494516,21.04869131,23.54222198,26.52873043,24.50693502,28.50133025,27.15362971,27.96410834,28.05582771,27.14430027,30.23801988,27.981777,26.3392942,22.71705345,19.65190283,21.16126578,20.59154672,21.16169309,20.88409169,20.7897419,20.5711327,20.81203135,21.67590965,21.76465738,19.89223508,18.52098325,20.40151657,20.01345288,19.02670329,18.62667167
United Kingdom,880.2197015,872.7082379,850.205252,890.5886971,844.0242199,831.9151678,843.2501927,848.0808527,849.704196,889.3149701,820.8571196,801.5021825,785.2371935,777.8281763,733.6219091,776.1845212,798.7622139,800.5527266,796.4248037,779.5143904,786.2123307,798.4332763,775.1272781,752.7167155,744.3961332,740.7785087,760.9048019,737.357488,728.1156651,701.6029169,700.6931469,710.3486007,689.6362219,698.8292341,692.5267935,681.8228453,674.5847125,659.4697039,637.1890286,583.1516066,594.8691015,552.1884031,573.8588079,558.8002173,519.866144,505.0596718,484.8175734,470.745303,463.9865493,446.8858409,407.9408651,425.712582,426.5620992
Georgia,29.31917557,29.96389883,31.51730862,32.68982049,33.65997039,35.55974042,36.08974473,36.26271994,37.42248525,38.49314,39.29821783,38.97958653,38.68325811,38.48829408,38.99947124,39.16305775,39.82015833,41.01471982,41.45749539,41.47259253,42.12428451,33.74512515,27.54606504,22.95959951,16.55056895,14.07456554,12.65012771,11.94463843,11.29352351,11.00803948,11.5369628,9.775898091,9.62888671,10.13124806,10.40135812,11.26049095,11.69061986,12.64334415,11.5970774,12.63323972,12.02664201,13.46749153,14.62779363,15.486209,16.29419289,16.47234841,16.87725871,17.04780242,16.89731731,17.65911787,17.30927193,17.94441286,18.04575528
Ghana,7.575512593,7.678869184,8.11696229,8.247389619,8.830451356,8.983716003,9.094328321,9.470127663,9.237571464,9.252631218,9.295926823,9.972885309,9.71469658,8.138133449,8.722737178,9.357548471,10.06623833,10.49835359,10.65151684,11.47060742,11.31943302,11.65321846,12.20437487,12.5386583,12.99687087,13.44149509,14.14441961,14.5885818,16.39845831,17.28535782,16.84060391,17.5139607,18.92043594,18.65237024,18.54780353,19.31067049,21.30197528,21.89979974,23.57180886,24.75099749,26.08913155,29.49269474,32.46044774,34.70478982,34.96354197,36.49167437,37.02314727,40.51674587,43.44908139,46.82082032,49.46923856,51.62028171,53.00733274
Gibraltar,0.082552668,0.083681494,0.073616737,0.074163303,0.074177388,0.07739327,0.076838821,0.073695707,0.070538808,0.093612652,0.109153942,0.10256858,0.112821991,0.103249086,0.099951476,0.106259572,0.132379739,0.144238404,0.160005508,0.153483208,0.159803721,0.219892306,0.258819046,0.262105664,0.307006647,0.300713804,0.307143959,0.31680626,0.332810672,0.345604992,0.361598125,0.370993138,0.37740785,0.383838082,0.415636195,0.428403451,0.447596472,0.444787387,0.454132252,0.495377219,0.498637144,0.482839429,0.492743292,0.524482053,0.562788512,0.613797861,0.639376653,0.6777133,0.718426169,0.745505166,0.66987594,0.665423523,0.688964015
Guinea,5.172024115,5.213340902,5.29895446,5.446294937,5.582117696,5.744441468,5.828975975,5.910727175,5.9785289,6.129747389,6.179927728,6.2340293,6.540697748,6.717972023,6.727558212,6.581325894,6.335598389,7.018812251,7.261453735,7.523802474,7.901182842,8.219361751,8.113015177,8.423193747,8.890854041,9.2447192,9.840443944,9.62055309,9.99945797,10.69783611,11.5043596,11.76298792,12.21235468,12.75299765,13.26983908,13.78119352,14.37254961,14.91623742,15.61394705,16.22415744,18.98010678,19.94085646,20.61576524,21.07859175,21.94096342,23.19667584,24.21669116,25.20813071,26.11835942,26.75921696,27.24003559,28.28883499,29.28041209
Guadeloupe,0.45914214,0.466640979,0.492144567,0.504915185,0.485973627,0.520436919,0.520431601,0.540994979,0.551256937,0.555271501,0.553079755,0.620811006,0.665334963,0.700303678,0.762334286,0.745203512,0.745310572,0.813319079,0.896085954,0.946345132,0.9593168,1.015783516,0.966968892,1.013232951,1.037194563,1.020193698,1.055633313,1.089649207,1.098779478,1.044919949,0.897240776,0.935062009,1.008632142,1.01104813,0.98638541,0.991468678,1.056973655,1.103181779,1.12017458,1.178581877,1.303226204,1.395621971,1.147311573,1.151015654,1.13386329,1.238185355,1.190087987,1.191165242,1.198122647,1.203850476,1.19777053,1.229652588,1.260059565
